OBJECTID,Field name,Field region,Reporting unit name,Reporting Unit Type Code,Reporting Unit Type Description,"Onshore,Offshore Flag",Reporting Period Date,Reporting Period in yyyymm format,Reporting Period Month,Reporting Period Month Name,Reporting Period Year,Oil Production Mass (tonnes),Oil Production Volume (m3),Oil Production volume (mb/d),Oil production density (Kg/m3),Dry gas production mass (tonnes),Dry gas production volume (ksm3),Dry Gas Production volume (MMscf/d),Dry Gas Production Density (kg/sm3),Associated gas production mass (tonnes),Associated Gas Production Volume (MMscf/d),Associated Gas Production Volume (ksm3),Associated Gas Production density (kg/sm3),Gas Condensate mass (kg),Gas condensate volume (ksm3),Gas condensate volume (mb/d),Gas condensate density (kg/sm3),Injected water volume (m3),Injected water volume (mb/d),Water production volume (ksm3),Water production volume (mb/d),Operator Organisation Group,x,y
9941,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2012, 8:00 PM",201208,08,August,2012,57085.234,66595,13.51234032,857.2,,,,,2789.017,2.54381919,2233,1.249,,,,,165795,33.64034032,245924,49.8987729,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9942,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2012, 8:00 PM",201209,09,September,2012,39560.0511,45803,9.60336233,863.7,,,,,1987.5,1.871695,1590,1.25,,,,,74853,15.694179,157378,32.99692067,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9943,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2012, 8:00 PM",201210,10,October,2012,39815.216,45976,9.32867871,866,,,,,1889.32,1.69739839,1490,1.268,,,,,100025,20.29539516,179526,36.42640452,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9944,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2012, 7:00 PM",201211,11,November,2012,35368.3942,40658,8.52462733,869.9,,,,,1709.256,1.617427,1374,1.244,,,,,50322,10.550846,146765,30.77172833,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9945,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2012, 7:00 PM",201212,12,December,2012,39244.608,45422,9.21627032,864,,,,,1646.008,1.47183806,1292,1.274,,,,,4177,0.84752677,132742,26.93378,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9946,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2013, 7:00 PM",201301,01,January,2013,44178.8284,50827,10.31296226,869.2,,,,,1659.726,1.44221903,1266,1.311,,,,,84849,17.21613581,131920,26.76699355,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9947,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2013, 7:00 PM",201302,02,Feburary,2013,6271.102,7270,1.63315357,862.6,,,,,236.929,0.22828625,181,1.309,,,,,20192,4.53598857,19321,4.34032464,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9948,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2013, 8:00 PM",201303,03,March,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9949,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2013, 8:00 PM",201304,04,April,2013,21921.7268,25238,5.29156733,868.6,,,,,781.603,0.69335117,589,1.327,,,,,98952,20.746936,73518,15.414274,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9950,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2013, 8:00 PM",201305,05,May,2013,38354.4315,43659,8.85855194,878.5,,,,,1629.573,1.49348274,1311,1.243,,,,,185641,37.66715774,174081,35.32159645,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9951,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2013, 8:00 PM",201306,06,June,2013,36216.1514,41518,8.70494067,872.3,,,,,1547.286,1.27016283,1079,1.434,,,,,147000,30.821,145633,30.53438567,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9952,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2013, 8:00 PM",201307,07,July,2013,32061.9614,36659,7.43822935,874.6,,,,,1361.052,1.05261484,924,1.473,,,,,76132,15.44742839,105662,21.43916065,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9953,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2013, 8:00 PM",201308,08,August,2013,0,0,0,0,,,,,0,0,0,0,,,,,34374,6.97459548,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9954,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2013, 8:00 PM",201309,09,September,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9955,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2013, 8:00 PM",201310,10,October,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9956,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2013, 7:00 PM",201311,11,November,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9957,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2013, 7:00 PM",201312,12,December,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9958,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2014, 7:00 PM",201401,01,January,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9959,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2014, 7:00 PM",201402,02,Feburary,2014,12321.405,14411,3.23732821,855,,,,,186,0.2345925,186,1,,,,,26265,5.90024464,32746,7.356155,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9960,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2014, 8:00 PM",201403,03,March,2014,52636.584,61348,12.4477071,858,,,,,908,1.03438774,908,1,,,,,243842,49.47632839,199408,40.46052645,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9961,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2014, 8:00 PM",201404,04,April,2014,52636.584,61348,12.86263067,858,,,,,908,1.06886733,908,1,,,,,243842,51.12553933,199408,41.80921067,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9962,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2014, 8:00 PM",201405,05,May,2014,32653.88,38920,7.89699355,839,,,,,0,1.55386,1364,0,,,,,224899,45.63273258,104989,21.30260677,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9963,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2014, 8:00 PM",201406,06,June,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9964,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2014, 8:00 PM",201407,07,July,2014,1363.266,1590,0.32261613,857.4,,,,,137.505,0.11733694,103,1.335,,,,,12215,2.4784629,1091,0.22136742,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9965,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2014, 8:00 PM",201408,08,August,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9966,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2014, 8:00 PM",201409,09,September,2014,40808.2682,47551,9.96985967,858.2,,,,,2147.04,1.97764,1680,1.278,,,,,234766,49.22260467,48930,10.25899,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9967,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2014, 8:00 PM",201410,10,October,2014,43942.5664,51239,10.39655839,857.6,,,,,1886.482,1.56980871,1378,1.369,,,,,123320,25.02202581,60356,12.2464271,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9968,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2014, 7:00 PM",201411,11,November,2014,19605.8104,22616,4.74182133,866.9,,,,,931.572,0.798119,678,1.374,,,,,186923,39.19152233,51092,10.71228933,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9969,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2014, 7:00 PM",201412,12,December,2014,27033.2997,31467,6.38475581,859.1,,,,,1780.02,1.05945,930,1.914,,,,,94418,19.15771677,102063,20.70891194,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9970,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2015, 7:00 PM",201501,01,January,2015,45507.0336,53088,10.77172645,857.2,,,,,2466.428,3.21480419,2822,0.874,,,,,189125,38.37407258,202419,41.07146806,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9971,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2015, 7:00 PM",201502,02,Feburary,2015,2053.3916,2386,0.53599786,860.6,,,,,135.3,0.15513375,123,1.1,,,,,61137,13.73399036,12251,2.75209964,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9972,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2015, 8:00 PM",201503,03,March,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9973,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2015, 8:00 PM",201504,04,April,2015,16034.961,18615,3.902945,861.4,,,,,1044.55,0.76515833,650,1.607,,,,,71778,15.049454,84904,17.80153867,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9974,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2015, 8:00 PM",201505,05,May,2015,42571.391,49762,10.09687032,855.5,,,,,0,0,0,-2.563,,,,,154791,31.40759323,199539,40.48710677,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9975,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2015, 8:00 PM",201506,06,June,2015,35926.644,41990,8.80390333,855.6,,,,,2195.544,41.685826,35412,0.062,,,,,200417,42.02076433,208915,43.80251167,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9976,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2015, 8:00 PM",201507,07,July,2015,52682.6548,61459,12.47022935,857.2,,,,,3707.418,9.84491065,8642,0.429,,,,,178696,36.25799484,283349,57.49242613,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9977,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2015, 8:00 PM",201508,08,August,2015,47545.6806,55557,11.27269452,855.8,,,,,3464.704,4.88486194,4288,0.808,,,,,48057,9.75092032,279000,56.61,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9978,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2015, 8:00 PM",201509,09,September,2015,52386.1095,61163,12.82384233,856.5,,,,,3885.476,3.18070433,2702,1.438,,,,,182697,38.305471,293330,61.50152333,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9979,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2015, 8:00 PM",201510,10,October,2015,49337.4371,57617,11.69067516,856.3,,,,,3828.672,2.96304242,2601,1.472,,,,,281193,57.05496677,269873,54.75810226,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9980,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2015, 7:00 PM",201511,11,November,2015,44149.8156,51601,10.81900967,855.6,,,,,3067.812,3.15951533,2684,1.143,,,,,386463,81.028409,265931,55.75686633,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9981,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2015, 7:00 PM",201512,12,December,2015,48239.2664,56407,11.44516226,855.2,,,,,3116.61,2.32053726,2037,1.53,,,,,308525,62.60071774,290347,58.9123429,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9982,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2016, 7:00 PM",201601,01,January,2016,34237.659,40030,8.12221613,855.3,,,,,2165.137,1.43652306,1261,1.717,,,,,245939,49.90181645,211249,42.86310355,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9983,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2016, 7:00 PM",201602,02,Feburary,2016,43186.8255,50505,10.95436034,855.1,,,,,2718.52,2.48909862,2044,1.33,,,,,190248,41.26413517,271238,58.8305869,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9984,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2016, 8:00 PM",201603,03,March,2016,47399.0328,55321,11.22480935,856.8,,,,,2602.23,2.17016371,1905,1.366,,,,,196236,39.81691742,278972,56.60431871,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9985,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2016, 8:00 PM",201604,04,April,2016,42412.539,49530,10.38479,856.3,,,,,2322.73,1.52325367,1294,1.795,,,,,296307,62.125701,259943,54.50138233,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9986,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2016, 8:00 PM",201605,05,May,2016,43538.825,50875,10.32270161,855.8,,,,,2549.28,2.14168387,1880,1.356,,,,,379470,76.9956871,271355,55.05880484,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9987,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2016, 8:00 PM",201606,06,June,2016,45639.535,53255,11.16579833,857,,,,,2435.697,2.2919435,1947,1.251,,,,,238178,49.93798733,284111,59.56860633,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9988,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2016, 8:00 PM",201607,07,July,2016,43353.1417,50593,10.2654829,856.9,,,,,2277.128,2.0653579,1813,1.256,,,,,396255,80.40141774,270613,54.90825065,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9989,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2016, 8:00 PM",201608,08,August,2016,42018.6018,49007,9.94367839,857.4,,,,,2291.64,1.9252371,1690,1.356,,,,,382445,77.59932419,285104,57.84852129,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9990,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2016, 8:00 PM",201609,09,September,2016,23810.7393,28629,6.002547,831.7,,,,,1329.77,1.13596583,965,1.378,,,,,237274,49.74844867,116907,24.511501,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9991,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2016, 8:00 PM",201610,10,October,2016,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9992,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2016, 7:00 PM",201611,11,November,2016,9955.7644,11666,2.44597133,853.4,,,,,819.33,1.094765,930,0.881,,,,,250613,52.54519233,73666,15.44530467,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9993,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2016, 7:00 PM",201612,12,December,2016,39202.884,45755,9.2838371,856.8,,,,,1797.246,2.18041645,1914,0.939,,,,,178712,36.26124129,234283,47.53677645,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9994,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2017, 7:00 PM",201701,01,January,2017,31666.4712,36959,7.49910032,856.8,,,,,1787.296,1.84093677,1616,1.106,,,,,178119,36.14091968,179951,36.51263839,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9995,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2017, 7:00 PM",201702,02,Feburary,2017,34427.6328,40238,9.03917929,855.6,,,,,1559.016,1.78593,1416,1.101,,,,,156056,35.05686571,179485,40.32002321,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9996,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2017, 8:00 PM",201703,03,March,2017,42774.4584,49976,10.14029161,855.9,,,,,1748.255,1.80562177,1585,1.103,,,,,291266,59.09881097,230589,46.78725194,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9997,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2017, 8:00 PM",201704,04,April,2017,40872.288,47748,10.011164,856,,,,,1792.515,1.92702183,1637,1.095,,,,,356355,74.715765,221054,46.34765533,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9998,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2017, 8:00 PM",201705,05,May,2017,27153.4552,31751,6.44238032,855.2,,,,,1217.792,1.22121548,1072,1.136,,,,,276033,56.00798613,155218,31.4942329,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9999,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2017, 8:00 PM",201706,06,June,2017,32745.8144,38398,8.05078067,852.8,,,,,1928.549,2.36728217,2011,0.959,,,,,322048,67.52273067,214615,44.99761167,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10000,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2017, 8:00 PM",201707,07,July,2017,47666.657,55855,11.33315968,853.4,,,,,2652.908,2.96873839,2606,1.018,,,,,447208,90.73994581,283539,57.53097774,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10001,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2017, 8:00 PM",201708,08,August,2017,42081.4602,49374,10.01814387,852.3,,,,,2338.254,2.64520742,2322,1.007,,,,,452389,91.79118742,249071,50.53730935,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10002,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2017, 8:00 PM",201709,09,September,2017,41679.8588,48943,10.26171567,851.6,,,,,2213.47,2.52973117,2149,1.03,,,,,188624,39.54816533,239389,50.19189367,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10003,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2017, 8:00 PM",201710,10,October,2017,42086.4157,49403,10.02402806,851.9,,,,,2419.152,2.76140516,2424,0.998,,,,,335712,68.11704774,247525,50.22362097,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10004,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2017, 7:00 PM",201711,11,November,2017,41895.9114,49139,10.30281033,852.6,,,,,2505.712,2.91466467,2476,1.012,,,,,411016,86.17635467,263943,55.340049,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10005,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2017, 7:00 PM",201712,12,December,2017,42889.8102,50187,10.18310419,854.6,,,,,2661.501,3.01088855,2643,1.007,,,,,368367,74.74285258,286060,58.04249677,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10006,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2018, 7:00 PM",201801,01,January,2018,37726.2538,44207,8.9697429,853.4,,,,,2148.711,2.31142371,2029,1.059,,,,,361432,73.33571871,258894,52.53042774,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10007,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2018, 7:00 PM",201802,02,Feburary,2018,38198.5152,44708,10.04333286,854.4,,,,,2057.25,2.4594375,1950,1.055,,,,,316361,71.06823893,256854,57.70041643,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10008,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2018, 8:00 PM",201803,03,March,2018,34140.712,39940,8.10395484,854.8,,,,,1992.672,2.14965823,1887,1.056,,,,,345317,70.06593323,222438,45.13338774,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10009,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2018, 8:00 PM",201804,04,April,2018,42192.8736,49592,10.39778933,850.8,,,,,1926.372,2.281349,1938,0.994,,,,,400428,83.956404,272302,57.09265267,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10010,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2018, 8:00 PM",201805,05,May,2018,30034.706,35435,7.18987581,847.6,,,,,1441.376,1.65524823,1453,0.992,,,,,331415,67.24517258,194272,39.41841548,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10011,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2018, 8:00 PM",201806,06,June,2018,2655.0855,3105,0.651015,855.1,,,,,172.608,0.204827,174,0.992,,,,,1631,0.34196633,25906,5.43162467,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10012,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2018, 8:00 PM",201807,07,July,2018,28634.7028,33676,6.83296903,850.3,,,,,1297.851,1.48892597,1307,0.993,,,,,213699,43.36021645,179053,36.33043129,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10013,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2018, 8:00 PM",201808,08,August,2018,46235.5383,54159,10.98903581,853.7,,,,,2244.32,2.36952258,2080,1.079,,,,,416511,84.51142548,279499,56.71124871,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10014,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2018, 8:00 PM",201809,09,September,2018,41071.1756,48014,10.06693533,855.4,,,,,1832.708,1.90583283,1619,1.132,,,,,471143,98.78298233,274417,57.53609767,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10015,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2018, 8:00 PM",201810,10,October,2018,38178.2128,44632,9.05597677,855.4,,,,,1663.26,1.66208339,1459,1.14,,,,,497976,101.04093677,272330,55.25663548,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10016,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2018, 7:00 PM",201811,11,November,2018,29068.2694,33994,7.12740867,855.1,,,,,1098.17,1.13596583,965,1.138,,,,,347069,72.76880033,228344,47.87612533,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10017,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2018, 7:00 PM",201812,12,December,2018,43278.1076,50594,10.26568581,855.4,,,,,1662.294,1.66550097,1462,1.137,,,,,477963,96.98023452,295236,59.90433677,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10018,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2019, 7:00 PM",201901,01,January,2019,42481.5635,49657,10.07556548,855.5,,,,,1819.44,1.8181529,1596,1.14,,,,,477829,96.95304548,306740,62.23853548,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
10305,CLYDE,CNS,CLYDE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2011, 7:00 PM",201101,01,January,2011,10944.843,12795,2.59614677,855.4,,,,,817.44,1.19387484,1048,0.78,,,,,130336,26.44559484,189801,38.51123516,REPSOL SINOPEC RESOURCES,2.27942168900006,56.44997767400008
10306,CLYDE,CNS,CLYDE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2011, 7:00 PM",201102,02,Feburary,2011,5756.755,6598,1.48219357,872.5,,,,,562.464,0.84756,672,0.837,,,,,172428,38.73471857,144338,32.42450071,REPSOL SINOPEC RESOURCES,2.27942168900006,56.44997767400008
10307,CLYDE,CNS,CLYDE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2011, 8:00 PM",201103,03,March,2011,6772.6428,7924,1.60780516,854.7,,,,,570.528,0.76553806,672,0.849,,,,,75620,15.34354194,148281,30.08669323,REPSOL SINOPEC RESOURCES,2.27942168900006,56.44997767400008
10308,CLYDE,CNS,CLYDE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2011, 8:00 PM",201104,04,April,2011,12667.108,14824,3.10809867,854.5,,,,,805.98,1.34197,1140,0.707,,,,,233769,49.013567,201342,42.214706,REPSOL SINOPEC RESOURCES,2.27942168900006,56.44997767400008
