OBJECTID,Field name,Field region,Reporting unit name,Reporting Unit Type Code,Reporting Unit Type Description,"Onshore,Offshore Flag",Reporting Period Date,Reporting Period in yyyymm format,Reporting Period Month,Reporting Period Month Name,Reporting Period Year,Oil Production Mass (tonnes),Oil Production Volume (m3),Oil Production volume (mb/d),Oil production density (Kg/m3),Dry gas production mass (tonnes),Dry gas production volume (ksm3),Dry Gas Production volume (MMscf/d),Dry Gas Production Density (kg/sm3),Associated gas production mass (tonnes),Associated Gas Production Volume (MMscf/d),Associated Gas Production Volume (ksm3),Associated Gas Production density (kg/sm3),Gas Condensate mass (kg),Gas condensate volume (ksm3),Gas condensate volume (mb/d),Gas condensate density (kg/sm3),Injected water volume (m3),Injected water volume (mb/d),Water production volume (ksm3),Water production volume (mb/d),Operator Organisation Group,x,y
7418,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2015, 8:00 PM",201504,04,April,2015,21480.7663,30293,6.35143233,709.1,,,,,63462.926,91.43995233,77678,0.817,,,,,0,0,509,0.10672033,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7419,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2015, 8:00 PM",201505,05,May,2015,20883.2104,29588,6.00350065,705.8,,,,,63276.72,88.33876371,77545,0.816,,,,,0,0,559,0.1134229,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7420,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2015, 8:00 PM",201506,06,June,2015,21377.1775,30275,6.34765833,706.1,,,,,65452.321,94.30635317,80113,0.817,,,,,0,0,463,0.09707567,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7421,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2015, 8:00 PM",201507,07,July,2015,17574.606,24858,5.04376839,707,,,,,55094.2,77.29428226,67850,0.812,,,,,0,0,201,0.04078355,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7422,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2015, 8:00 PM",201508,08,August,2015,8052.73,11390,2.31106774,0,,,,,24941.856,34.82059,30566,0.816,,,,,0,0,241,0.04889968,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7423,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2015, 8:00 PM",201509,09,September,2015,16535.316,23388,4.903684,707,,,,,51342.731,73.97668483,62843,0.817,,,,,0,0,170,0.03564333,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7424,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2015, 8:00 PM",201510,10,October,2015,19762.771,27953,5.67175387,707,,,,,61266.83,85.42812419,74990,0.817,,,,,0,0,437,0.08866871,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7425,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2015, 7:00 PM",201511,11,November,2015,22021.2411,30881,6.47471633,713.1,,,,,68013.26,97.63773483,82943,0.82,,,,,0,0,485,0.10168833,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7426,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2015, 7:00 PM",201512,12,December,2015,21864.682,30926,6.27498516,707,,,,,69447.382,96.71639306,84899,0.818,,,,,0,0,482,0.09779935,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7427,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2016, 7:00 PM",201601,01,January,2016,21132.23,29890,6.06477742,707,,,,,69733.845,97.47281758,85563,0.815,,,,,0,0,575,0.11666935,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7428,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2016, 7:00 PM",201602,02,Feburary,2016,17868.011,25273,5.48162655,707,,,,,58487.528,87.49839241,71852,0.814,,,,,0,0,454,0.09847103,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7429,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2016, 8:00 PM",201603,03,March,2016,16211.6845,22979,4.66251323,705.5,,,,,54351.81,76.44102629,67101,0.81,,,,,0,0,383,0.07771194,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7430,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2016, 8:00 PM",201604,04,April,2016,21152.7966,30021,6.294403,704.6,,,,,71043.052,102.36170467,86956,0.817,,,,,0,0,801,0.167943,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7431,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2016, 8:00 PM",201605,05,May,2016,21278.92,30200,6.12767742,704.6,,,,,73071.168,102.01250387,89548,0.816,,,,,0,0,332,0.06736387,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7432,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2016, 8:00 PM",201606,06,June,2016,16443.4095,23235,4.871605,707.7,,,,,54124.672,78.46522133,66656,0.812,,,,,0,0,393,0.082399,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7433,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2016, 8:00 PM",201607,07,July,2016,18443.6096,26176,5.31119484,704.6,,,,,63624.336,88.82406016,77971,0.816,,,,,0,0,526,0.1067271,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7434,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2016, 8:00 PM",201608,08,August,2016,6550.6662,9297,1.88639129,704.6,,,,,22860.24,31.91450726,28015,0.816,,,,,0,0,234,0.04747935,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7435,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2016, 8:00 PM",201609,09,September,2016,18372.3669,26739,5.606277,687.1,,,,,63117.6,91.05384167,77350,0.816,,,,,0,0,595,0.12475167,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7436,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2016, 8:00 PM",201610,10,October,2016,20836.4312,29572,6.00025419,704.6,,,,,72436.854,101.00317839,88662,0.817,,,,,0,0,1096,0.22238194,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7437,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2016, 7:00 PM",201611,11,November,2016,19014.9201,26983,5.65743567,704.7,,,,,65751.7,95.32107083,80975,0.812,,,,,0,0,1026,0.215118,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7438,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2016, 7:00 PM",201612,12,December,2016,20846.2119,29649,6.01587774,703.1,,,,,71814.729,100.62838371,88333,0.813,,,,,0,0,1116,0.22644,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7439,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2017, 7:00 PM",201701,01,January,2017,20143.6376,28711,5.82555452,701.6,,,,,71036.966,99.41628177,87269,0.814,,,,,0,0,1195,0.24246935,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7440,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2017, 7:00 PM",201702,02,Feburary,2017,17528.466,24980,5.61157857,701.7,,,,,62177.39,96.34058125,76385,0.814,,,,,0,0,561,0.12602464,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7441,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2017, 8:00 PM",201703,03,March,2017,20048.9216,28576,5.79816258,701.6,,,,,71897.76,100.37434355,88110,0.816,,,,,0,0,614,0.12458258,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7442,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2017, 8:00 PM",201704,04,April,2017,18893.3864,26929,5.64611367,701.6,,,,,70160.692,101.09036467,85876,0.817,,,,,0,0,830,0.17402333,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7443,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2017, 8:00 PM",201705,05,May,2017,19432.9168,27698,5.62001355,717.8,,,,,70593.8,98.07317258,86090,0.82,,,,,0,0,803,0.16293129,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7444,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2017, 8:00 PM",201706,06,June,2017,18550.304,26440,5.54358667,717.2,,,,,67605.174,97.17039967,82546,0.819,,,,,0,0,671,0.14068633,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7445,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2017, 8:00 PM",201707,07,July,2017,11353.9928,16183,3.2835829,716.1,,,,,42191.19,58.54315645,51390,0.821,,,,,0,0,417,0.08461065,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7446,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2017, 8:00 PM",201708,08,August,2017,2319.4896,3306,0.67079806,714.6,,,,,7549.322,10.51361726,9229,0.818,,,,,0,0,80,0.01623226,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7447,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2017, 8:00 PM",201709,09,September,2017,19072.0233,27203,5.70356233,721.7,,,,,68050.71,97.81077833,83090,0.819,,,,,0,0,728,0.15263733,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7448,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2017, 8:00 PM",201710,10,October,2017,17956.8389,25627,5.19980097,718.9,,,,,65470.128,91.40091597,80233,0.816,,,,,0,0,724,0.14690194,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7449,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2017, 7:00 PM",201711,11,November,2017,18352.7344,26192,5.49158933,714,,,,,67623.907,97.43526217,82771,0.817,,,,,0,0,816,0.171088,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7450,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2017, 7:00 PM",201712,12,December,2017,8933.2243,12749,2.58681323,709.3,,,,,32452.32,45.30572742,39770,0.816,,,,,0,0,391,0.07933516,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7451,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2018, 7:00 PM",201801,01,January,2018,16575.0585,23655,4.79967581,712.9,,,,,59944.992,83.68743645,73462,0.816,,,,,0,0,780,0.15826452,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7452,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2018, 7:00 PM",201802,02,Feburary,2018,15877.2601,22711,5.10186393,710.6,,,,,58772.529,90.73054125,71937,0.817,,,,,0,0,742,0.166685,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7453,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2018, 8:00 PM",201803,03,March,2018,17401.068,24980,5.06852258,712.5,,,,,64855.13,90.32096048,79285,0.818,,,,,0,0,894,0.18139548,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7454,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2018, 8:00 PM",201804,04,April,2018,16619.4828,23858,5.00222733,711.9,,,,,62534.464,89.99203733,76448,0.818,,,,,0,0,1007,0.21113433,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7455,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2018, 8:00 PM",201805,05,May,2018,18067.9331,25889,5.25296161,710.6,,,,,68363.568,95.09076387,83472,0.819,,,,,0,0,716,0.14527871,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7456,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2018, 8:00 PM",201806,06,June,2018,17179.3965,24715,5.18191167,706.3,,,,,65516.074,94.28280983,80093,0.818,,,,,0,0,600,0.1258,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7457,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2018, 8:00 PM",201807,07,July,2018,17302.453,24842,5.04052194,702.8,,,,,65630.064,91.6241979,80429,0.816,,,,,0,0,455,0.09232097,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7458,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2018, 8:00 PM",201808,08,August,2018,14551.974,20890,4.23864839,700.3,,,,,55763.93,77.94590097,68422,0.815,,,,,0,0,415,0.08420484,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7459,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2018, 8:00 PM",201809,09,September,2018,16113.7746,23142,4.852106,702.7,,,,,61481.701,88.58532317,75253,0.817,,,,,0,0,550,0.11531667,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7460,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2018, 8:00 PM",201810,10,October,2018,17133.768,24660,5.00359355,699.4,,,,,66159.026,92.24961516,80978,0.817,,,,,0,0,633,0.12843774,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7461,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2018, 7:00 PM",201811,11,November,2018,16354.8972,23539,4.93534367,701.6,,,,,63835.084,91.86373233,78038,0.818,,,,,0,0,667,0.13984767,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7462,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2018, 7:00 PM",201812,12,December,2018,16221.392,23320,4.73170323,705.9,,,,,63369.642,88.252185,77469,0.818,,,,,0,0,705,0.14304677,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7463,BRODGAR,CNS,BRODGAR,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2019, 7:00 PM",201901,01,January,2019,16377.4088,23524,4.77309548,706.1,,,,,64311.789,89.67389855,78717,0.817,,,,,0,0,543,0.11017645,CONOCOPHILLIPS,0.4953860750000558,57.92347345500008
7814,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2011, 7:00 PM",201101,01,January,2011,21610.9244,26471,5.37105129,816.4,,,,,930.654,1.01843903,894,1.041,,,,,0,0,17331,3.51651581,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7815,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2011, 7:00 PM",201102,02,Feburary,2011,19911.1486,23597,5.3008975,843.8,,,,,794.283,0.96233375,763,1.041,,,,,0,0,17284,3.88272714,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7816,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2011, 8:00 PM",201103,03,March,2011,21963.126,26035,5.28258548,843.6,,,,,796.365,0.87148306,765,1.041,,,,,0,0,19826,4.02275935,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7817,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2011, 8:00 PM",201104,04,April,2011,19496.0878,23149,4.85357367,842.2,,,,,780.75,0.882875,750,1.041,,,,,0,0,20139,4.222477,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7818,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2011, 8:00 PM",201105,05,May,2011,20751.3605,24445,4.95996935,848.9,,,,,967.089,1.05831081,929,1.041,,,,,0,0,18777,3.80991387,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7819,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2011, 8:00 PM",201106,06,June,2011,21284.064,25290,5.30247,841.6,,,,,1354.341,1.53149383,1301,1.041,,,,,0,0,22102,4.63405267,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7820,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2011, 8:00 PM",201107,07,July,2011,20505.0888,24472,4.96544774,837.9,,,,,1144.059,1.25197371,1099,1.041,,,,,0,0,21044,4.26989548,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7821,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2011, 8:00 PM",201108,08,August,2011,8145.6938,11279,2.28854548,722.2,,,,,392.457,0.42947597,377,1.041,,,,,0,0,12357,2.50727516,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7822,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2011, 8:00 PM",201109,09,September,2011,22820.535,27135,5.689305,841,,,,,1013.934,1.14656033,974,1.041,,,,,0,0,26344,5.52345867,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7823,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2011, 8:00 PM",201110,10,October,2011,22539.5775,26785,5.4347629,841.5,,,,,1086.804,1.18931806,1044,1.041,,,,,0,0,24952,5.06284129,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7824,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2011, 7:00 PM",201111,11,November,2011,21331.2728,25292,5.30288933,843.4,,,,,891.096,1.00765467,856,1.041,,,,,0,0,23046,4.831978,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7825,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2011, 7:00 PM",201112,12,December,2011,20781.7456,24346,4.93988194,853.6,,,,,834.882,0.91363323,802,1.041,,,,,0,0,22769,4.61990355,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7826,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2012, 7:00 PM",201201,01,January,2012,19870.8512,23566,4.78161742,843.2,,,,,786.996,0.86123032,756,1.041,,,,,0,0,21615,4.38575323,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7827,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2012, 7:00 PM",201202,02,Feburary,2012,19178.1345,22785,4.94198793,841.7,,,,,791.16,0.92549655,760,1.041,,,,,0,0,21282,4.61599241,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7828,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2012, 8:00 PM",201203,03,March,2012,22325.1096,23592,4.7868929,946.3,,,,,895.26,0.97970645,860,1.041,,,,,0,0,21126,4.28653355,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7829,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2012, 8:00 PM",201204,04,April,2012,18558.9722,22018,4.61644067,842.9,,,,,962.925,1.08887917,925,1.041,,,,,0,0,21791,4.56884633,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7830,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2012, 8:00 PM",201205,05,May,2012,20349.2334,24062,4.88225742,845.7,,,,,1072.23,1.17336935,1030,1.041,,,,,0,0,25081,5.08901581,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7831,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2012, 8:00 PM",201206,06,June,2012,19462.4234,23131,4.84979967,841.4,,,,,784.914,0.88758367,754,1.041,,,,,0,0,23950,5.02151667,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7832,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2012, 8:00 PM",201207,07,July,2012,20189.8881,24027,4.87515581,840.3,,,,,873.399,0.95578339,839,1.041,,,,,0,0,23945,4.85851774,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7833,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2012, 8:00 PM",201208,08,August,2012,15889.203,18882,3.83121871,841.5,,,,,642.297,0.70288242,617,1.041,,,,,0,0,23037,4.67428161,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7834,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2012, 8:00 PM",201209,09,September,2012,13190.5144,15599,3.27059033,845.6,,,,,585.042,0.66156767,562,1.041,,,,,0,0,23790,4.98797,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7835,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2012, 8:00 PM",201210,10,October,2012,6380.7264,7648,1.55180387,834.3,,,,,283.152,0.30986065,272,1.041,,,,,0,0,10310,2.09193226,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7836,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2012, 7:00 PM",201211,11,November,2012,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7837,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2012, 7:00 PM",201212,12,December,2012,2883.7935,3309,0.67140677,871.5,,,,,107.223,0.11733694,103,1.041,,,,,0,0,4369,0.88648419,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7838,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2013, 7:00 PM",201301,01,January,2013,17100.1688,20033,4.06476032,853.6,,,,,611.067,0.66870661,587,1.041,,,,,0,0,21225,4.30662097,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7839,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2013, 7:00 PM",201302,02,Feburary,2013,15297.2064,18144,4.07592,843.1,,,,,605.862,0.7340475,582,1.041,,,,,0,0,22526,5.060305,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7840,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2013, 8:00 PM",201303,03,March,2013,17114.0136,20184,4.09539871,847.9,,,,,728.7,0.79743548,700,1.041,,,,,0,0,22484,4.56207613,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7841,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2013, 8:00 PM",201304,04,April,2013,20997.653,25027,5.24732767,839,,,,,839.046,0.94879633,806,1.041,,,,,0,0,26557,5.56811767,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7842,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2013, 8:00 PM",201305,05,May,2013,21848.628,25887,5.25255581,844,,,,,980.622,1.07312032,942,1.041,,,,,0,0,27792,5.63908645,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7843,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2013, 8:00 PM",201306,06,June,2013,17503.0464,20832,4.367776,840.2,,,,,721.413,0.8157765,693,1.041,,,,,0,0,23386,4.90326467,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7844,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2013, 8:00 PM",201307,07,July,2013,17732.0583,21087,4.27862032,840.9,,,,,751.602,0.82249774,722,1.041,,,,,0,0,24145,4.89909839,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7845,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2013, 8:00 PM",201308,08,August,2013,3901.4493,4633,0.94005065,842.1,,,,,154.068,0.16860065,148,1.041,,,,,0,0,6907,1.40145258,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7846,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2013, 8:00 PM",201309,09,September,2013,14571.1152,17328,3.633104,840.9,,,,,570.468,0.64508733,548,1.041,,,,,0,0,22874,4.79591533,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7847,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2013, 8:00 PM",201310,10,October,2013,2479.9398,2886,0.58557871,859.3,,,,,67.665,0.07404758,65,1.041,,,,,0,0,3743,0.75946677,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7848,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2013, 7:00 PM",201311,11,November,2013,921.1125,1015,0.21281167,907.5,,,,,29.148,0.03296067,28,1.041,,,,,0,0,932,0.19540933,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7849,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2013, 7:00 PM",201312,12,December,2013,6690.0102,7842,1.5911671,853.1,,,,,209.241,0.2289779,201,1.041,,,,,0,0,8411,1.70661903,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7850,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2014, 7:00 PM",201401,01,January,2014,14846.7327,17593,3.56967645,843.9,,,,,578.796,0.63339161,556,1.041,,,,,0,0,21406,4.34334645,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7851,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2014, 7:00 PM",201402,02,Feburary,2014,6490.944,9440,2.12062857,687.6,,,,,301.89,0.3657625,290,1.041,,,,,0,0,12740,2.86195,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
7852,BUCHAN,CNS,BUCHAN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2014, 8:00 PM",201403,03,March,2014,23152.474,27497,5.57923,842,,,,,868.194,0.95008742,834,1.041,,,,,0,0,30528,6.19422968,REPSOL SINOPEC RESOURCES,0.010229438000067148,57.89778583200007
